number	id	sentence	sentiment
1559	8c0caf3443e5b7d2cba766959	 The best of the Pierce Brosnan James Bond films to date .	3
1560	37fb7ede8f869044c4d50b2e0	 Thanks to a small star with big heart , this family film sequel is plenty of fun for all .	4
1561	274126bac56d9e8fd0af5d606	 While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .	3
1562	37bc23641f2a0215d56b940de	 It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .	4
1563	dfcd3f95b6c3e088ac52d771e	 The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .	3
1564	6c84e2af371f2201f56704f13	 A tone poem of transgression .	3
1565	9961950535e7091006e5d5dd6	 Creeps you out in high style , even if Nakata did it better .	2
1566	95adf31f1b66419f9ff7518b2	 Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .	3
1567	063b2e94fe30482708598919e	 Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .	3
1568	bebba60188cde03fe54af295a	 This is Christmas Future for a lot of baby boomers .	3
1569	59a1825d9b4f54f9bf6cda6ba	 Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .	3
1570	a40b752c5fbd67cbc437ce830	 There are scenes of cinematic perfection that steal your heart away .	4
1571	f5e26ac1828e2afb936b24c03	 Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .	2
1572	f02409912b9b64159ed2d5014	 The obnoxious title character provides the drama that gives added clout to this doc .	3
1573	cf68e1efa53960a2d8bca5974	 Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	4
1574	9ea22e978479f6b2cf7aefe53	 The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .	4
1575	f1106a87af7ed3c0a21a1399c	 Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .	3
1576	33c379ba250016e6d7b3b60e0	 It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .	4
1577	a7b045e8809a1e209c7b47bd8	 Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .	4
1578	8b4af4d85d01d5d764c622aed	 A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .	2
1579	5f2d02e7232e839281d8aa29a	 A giddy and provocative sexual romp that has something to say .	3
1580	b214df2700a2d7c8bbf424b0c	 -LRB- Russell -RRB- makes good B movies -LRB- The Mask , The Blob -RRB- , and The Scorpion King more than ably meets those standards .	3
1581	9db2a73d0db86b3a5035d4fc3	 Otto-Sallies has a real filmmaker 's eye .	3
1582	0c713e8e9e8dd93debc24f4a0	 This is a smart movie that knows its classical music , knows its Freud and knows its Sade .	3
1583	6bd01ddf2f17cdeefa9372310	 The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .	3
1584	33143dd259c57a4bf0f9365b3	 Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .	3
1585	709e5fcc655ad06bc42104fdc	 The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .	4
1586	5306766b008829dc197029c3c	 A flawed but engrossing thriller .	3
1587	53178c5db13583ad0cbd468c5	 Demonstrates the unusual power of thoughtful , subjective filmmaking .	4
1588	278199749727d529583cd7324	 Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	3
1589	99dc442919f3455b7483b64f5	 The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .	3
1590	d72afa6cc4457b29902d84f99	 This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .	3
1591	f525631d5cfdfe3dbb79015de	 Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .	3
1592	78d4dad82a21d362da30bf856	 What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .	2
1593	4614da4a368febdde9df0f6f8	 Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .	3
1594	88f0dadda45b0a227556ca11d	 Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .	4
1595	c579946b9308d5ffd7ed1f214	 The film grows on you .	3
1596	d4b86838f4ac6169a8fac1265	 And how .	2
1597	c0597416dcc6674bcb9badd0d	 One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .	3
1598	a626153f81f5bb32a653f23a0	 Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .	2
1599	511c6dd48f7df0996aed22c69	 As banal as the telling may be -- and at times , All My Loved Ones more than flirts with kitsch -- the tale commands attention .	3
1600	9ab835cdad97559db81c677ab	 Romantic comedy and Dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .	4
1601	8319078ab1ff4f1822286dd03	 The most wondrous love story in years , it is a great film .	4
1602	bc03bbce5744257e20833b2f1	 Some movies suck you in despite their flaws , and Heaven is one such beast .	4
1603	53b3d9269d827f59413caf73a	 My Wife Is an Actress works as well as it does because -LRB- the leads -RRB- are such a companionable couple .	3
1604	e1c5769bea2632365b5b09803	 With Spy Kids 2 : The Island of Lost Dreams , however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .	4
1605	3dcdcc991066b9b7b8739e987	 Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .	3
1606	c654376823965f12e6cbe1296	 Bouquet gives a performance that is masterly .	4
1607	317565eb3cf91808515fbd767	 A poignant comedy that offers food for thought .	4
1608	6fb1a1e77f252fbef5812267c	 ... a series of tales told with the intricate preciseness of the best short story writing .	4
1609	438a23f9881c9a59b29015bc5	 If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .	3
1610	4a91c3dc9e5956a2cee928fac	 This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .	3
1611	d2979499080a5677f3d34be69	 I 'll stay with the stage versions , however , which bite cleaner , and deeper .	1
1612	d718c75c030d55b388e7d4725	 While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting .	3
1613	ca0416830a74715f6cb1f15e3	 An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .	3
1614	2278ba87636faf355763f5abe	 The picture runs a mere 84 minutes , but it 's no glance .	3
1615	2566375c8095031d852652bbc	 It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .	4
1616	26aab4b754ab70b1ee46f8aad	 It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	3
1617	d1b6feab6f3b207c650f96955	 It is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .	3
1618	3cb1866b689acf00ff7112c56	 `` Barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .	3
1619	939a2856371e4706642d460e2	 Tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .	4
1620	deacf5d920d84b1e91148f21c	 I like this movie a lot .	4
1621	5e4615fc9ee85990d4e128827	 I like that Smith , he 's not making fun of these people , he 's not laughing at them .	3
1622	ec8b594f8a45468f7fd365fb0	 ... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .	2
1623	82bd8ff6b9fbb6d702432d5ad	 ` What 's the Russian word for Wow !? '	3
1624	8cb6c7735062bbf467af7e0ee	 Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .	3
1625	3ee89ea9d23b607f349e18866	 I had more fun watching Spy than I had with most of the big summer movies .	4
1626	5a094c6d419b8656130fed627	 What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight	3
1627	3959d34902c0abb66040546e2	 Murder by Numbers ' is n't a great movie , but it 's a perfectly acceptable widget .	2
1628	e4a0202c08dda371ba1bed16b	 For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .	3
1629	48aa223be77dcf4ed6e72b06a	 What -LRB- Denis -RRB- accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .	3
1630	9b745883000d66f5e83a5d8b9	 A well-done film of a self-reflexive , philosophical nature .	4
1631	131dd8c27150f80f842df4c8e	 Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .	4
1632	350a4f003ce37960bfa231054	 The rich performances by Friel -- and especially Williams , an American actress who becomes fully English -- round out the square edges .	3
1633	950e09a1fd743f5904c0207e2	 The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .	3
1634	c5c0dd0ebb6585b3be695782a	 A film in a class with Spike Lee 's masterful Do The Right Thing .	4
1635	65c8cdae81288ebe24d4d34ad	 Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .	4
1636	3fbf880e75a28287ccffbffc7	 Greengrass -LRB- working from Don Mullan 's script -RRB- forgoes the larger socio-political picture of the situation in Northern Ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .	2
1637	4964a9102f74600b552504ccc	 A thought-provoking and often-funny drama about isolation .	3
1638	c683ab7129335de17fd8e2104	 Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .	4
1639	f1fd0b30d4a6b32801f9dd443	 Mama Africa pretty much delivers on that promise .	3
1640	c609ba836fca5425da54fdf9c	 It does give you a peek .	2
1641	f4d81675dd0adfa709d3b04cb	 The main problem being that it 's only a peek .	2
1642	568b17e6400babe9b0cd97a9c	 Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie .	3
1643	3f209d4520c56546509549575	 A perfectly respectable , perfectly inoffensive , easily forgettable film .	2
1644	da064aab44f050039e88c1101	 Romanek 's themes are every bit as distinctive as his visuals .	4
1645	4b188775b8265d412f6f02dc1	 Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .	3
1646	c8f486ffe15dea33b83443aa5	 Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .	2
